Track URI;Track Name;Artist URI(s);Artist Name(s);Album URI;Album Name;Album Artist URI(s);Album Artist Name(s);Album Release Date;Album Image URL
spotify:track:3e11Ft4FHEXdMU78Q3YLv8;The Mighty Quinn - Mono Version;spotify:artist:5670CyWrIOA7702gNjsGMZ;Manfred Mann;spotify:album:45r4asfY2aw07XbHJ8CfdD;The Very Best Of The Fontana Years;spotify:artist:5670CyWrIOA7702gNjsGMZ;Manfred Mann;1997-01-01;https://i.scdn.co/image/ab67616d0000b273d1e486a0ab62e2ebc4c809f5
spotify:track:2x5qF66rFO6DERBMNkQAqn;(There's Gotta Be) More To Life;spotify:artist:5QjWgYDeKNP2iPHTdTttnG;Stacie Orrico;spotify:album:05bphHAv5bizNSVDeirA9t;Stacie Orrico;spotify:artist:5QjWgYDeKNP2iPHTdTttnG;Stacie Orrico;2003-01-01;https://i.scdn.co/image/ab67616d0000b27398d746bf562ff6a1cd2a7272
spotify:track:1IuUe3A7EfJmvZH3EljtwR;Hocus Pocus - Original Single Version;spotify:artist:0ifzzRKdmtgaHy9cfnnyCR;Focus;spotify:album:60eDHgZpBc0zgn9962uKPb;Hocus Pocus;spotify:artist:0ifzzRKdmtgaHy9cfnnyCR;Focus;1971;https://i.scdn.co/image/ab67616d0000b273432a4cb5dcffc2f1c380c105
spotify:track:7MXVkk9YMctZqd1Srtv4MB;Starboy;spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ, spotify:artist:4tZwfgrHOc3mvqYlEYSvVi;The Weeknd, Daft Punk;spotify:album:2ODvWsOgouMbaA5xf0RkJe;Starboy;spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ;The Weeknd;2016-11-25;https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
spotify:track:4ztwMHfPZhPoruZdBbgriM;Three Times A Lady;spotify:artist:6twIAGnYuIT1pncMAsXnEm;Commodores;spotify:album:5ZsWgDWvZ2luAHlczO8h2o;All The Great Love Songs;spotify:artist:6twIAGnYuIT1pncMAsXnEm;Commodores;1985;https://i.scdn.co/image/ab67616d0000b273187f78d47a59b77f5f075496
spotify:track:7BpyfQEmvi0sUmOq29plEE;You Don't Know Me (feat. Duane Harden) - Radio Edit;spotify:artist:3cQA9WH8liZfeja1DxcDYE, spotify:artist:6t8VAB5OTHKxi4p1I5aqn0;Armand Van Helden, Duane Harden;spotify:album:62vJ3t4nZ50SigVCT6TUwb;You Don't Know Me (feat. Duane Harden);spotify:artist:3cQA9WH8liZfeja1DxcDYE;Armand Van Helden;1998-01-01;https://i.scdn.co/image/ab67616d0000b273bda22eb85e1a6dc323b3b58c
spotify:track:09cipkVDxpgmbgG9HCLYjq;That Word (l.o.v.e.);spotify:artist:5EkpFNNGJTnndTQLzqTFut;Deni Hines;spotify:album:7IgYFMrRiybuW2T85jklrC;Delicious;spotify:artist:5EkpFNNGJTnndTQLzqTFut;Deni Hines;2002;https://i.scdn.co/image/ab67616d0000b273330f98c991dc1d9788db5119
spotify:track:6FdbXoRiZ5wH8x3vf7s9Xh;Let It Go - DJ Boat Remix;spotify:artist:5iLaZnrGlRUHm2PwZ33dIt, spotify:artist:0Btky5ia7ihAQE8UEXPmbQ;Josefine, DJ Boat;spotify:album:3SSTsbX8nVGRM1EsauN1Nn;Let It Go (DJ Boat Remix);spotify:artist:5iLaZnrGlRUHm2PwZ33dIt, spotify:artist:0Btky5ia7ihAQE8UEXPmbQ;Josefine, DJ Boat;2021-07-23;https://i.scdn.co/image/ab67616d0000b273e0df750fb5313f5d92ebe078
spotify:track:051Au1EyNQqU7FaQAsysrJ;Good Times;spotify:artist:1k5aZWIOUbUfKcnMxtEivJ, spotify:artist:1eClJfHLoDI4rZe5HxzBFv;Jimmy Barnes, INXS;spotify:album:56Yeyxz8fsjtpJbsoYnJ6V;Mushroom 25 Live;spotify:artist:0LyfQWJT6nXafLPZqxe9Of;Various Artists;2002;https://i.scdn.co/image/ab67616d0000b2737e6ea3d3540f1f0f069272b3
spotify:track:78ZzF9pK3foniEnK64XzX5;Wild Wild West - Album Version - No Intro;spotify:artist:41qil2VaGbD194gaEcmmyx, spotify:artist:1255GTUKNCLCTvH9ctD4cT, spotify:artist:2RE8NwNxsOyuNZDD0jRxHP;Will Smith, Dru Hill, Kool Moe Dee;spotify:album:5XLCFog0qr2dw0877zzypG;Greatest Hits;spotify:artist:41qil2VaGbD194gaEcmmyx;Will Smith;2002-11-26;https://i.scdn.co/image/ab67616d0000b273e36459b9d2155a8115f35180
spotify:track:1W8WU2jKWBcfze1mMnspGf;Patches;spotify:artist:6c9LocElsoEOUljpnAvltV;Dickie Lee;spotify:album:4v8jRAVXKbiaXELB1uuJDj;Rare Oldies But Goodies;spotify:artist:0LyfQWJT6nXafLPZqxe9Of;Various Artists;2011-01-01;https://i.scdn.co/image/ab67616d0000b27341c3cdc2dd802f1ec6a1f8e8
spotify:track:43NhiKnrtGqztxDqXrcUux;Adam's Song;spotify:artist:6FBDaR13swtiWwGhX1WQsP;blink-182;spotify:album:5qt11cWjSs5Gbqj2Wyfu38;Enema Of The State;spotify:artist:6FBDaR13swtiWwGhX1WQsP;blink-182;1999-01-01;https://i.scdn.co/image/ab67616d0000b273645606c85724da85f15f6dee
spotify:track:7hfhtzSwQ8TtomJFFLLNwc;The Perfect Day;spotify:artist:3fRV5Jo7lNKhRSx4C3sLMZ;Fischer-Z;spotify:album:6GWFdmFPmJdEWVnqWNzGuP;Reveal;spotify:artist:3fRV5Jo7lNKhRSx4C3sLMZ;Fischer-Z;1987-10-19;https://i.scdn.co/image/ab67616d0000b273d5c8a4ab651b65921f9235db
spotify:track:7GaFYUqP2WdR4KTPk7cXoP;Let Me Love You;spotify:artist:20s0P9QLxGqKuCsGwFsp7w;Mario;spotify:album:0aihmuRLi1gBkxk4mbNfcv;Turning Point;spotify:artist:20s0P9QLxGqKuCsGwFsp7w;Mario;2004-03-15;https://i.scdn.co/image/ab67616d0000b273ba8db944ef3e2846ba9efa57
spotify:track:3aXuXjIXG5B2jtlsWKLd1l;Everybody's Got To Learn Sometime;spotify:artist:69zRcOlNdSZ17VfIZe4VU3;The Korgis;spotify:album:4aO46CyOYUGvNDG46rDdtj;Don't Look Back: The Very Best of The Korgis;spotify:artist:69zRcOlNdSZ17VfIZe4VU3;The Korgis;2003-08-05;https://i.scdn.co/image/ab67616d0000b273bdf5cfe94ebc4b4f16e858ff
spotify:track:1pViOt8zA2rl2NfHeDGnyD;You're The One That I Want;spotify:artist:4hKkEHkaqCsyxNxXEsszVH, spotify:artist:4BoRxUdrcgbbq1rxJvvhg9;John Travolta, Olivia Newton-John;spotify:album:3ku54lKW19XjXwhNkNdtzZ;Grease;spotify:artist:0LyfQWJT6nXafLPZqxe9Of;Various Artists;1978-09-14;https://i.scdn.co/image/ab67616d0000b2731c518948dd61ffd8141bf471
spotify:track:5pPftjklQPooJBlE6WOQjk;Heavy Heart;spotify:artist:7GvCdRq4iHNQDsGlPWOycw;You Am I;spotify:album:3Z16nJr79Hi5j2pgOmzOu5;You Am I's #4 Record;spotify:artist:7GvCdRq4iHNQDsGlPWOycw;You Am I;1998-05-25;https://i.scdn.co/image/ab67616d0000b27366de380bef90f726e72b65ae
spotify:track:7mnGQesk1TzQLzQ9bYWZPR;She's so High;spotify:artist:3KEb1kbIZN5jumsjFEWgSW;Tal Bachman;spotify:album:3v17hBg9lx5vdJQ8Dfr6OD;Tal Bachman;spotify:artist:3KEb1kbIZN5jumsjFEWgSW;Tal Bachman;1999-02-23;https://i.scdn.co/image/ab67616d0000b273f875c8285d7f26a42baaa2a0
spotify:track:2Gk1zc6mO5Pw1Z1P6bozKE;Sweet Talker;spotify:artist:2gsggkzM5R49q6jpPvazou;Jessie J;spotify:album:3hQ64JbgfPMbXwYRvmZ41z;Sweet Talker (Deluxe Version);spotify:artist:2gsggkzM5R49q6jpPvazou;Jessie J;2014-10-10;https://i.scdn.co/image/ab67616d0000b27301b57b2d37dad2a9e1fb10b9
spotify:track:5YgaxBGE09BdrdpEwkvpx2;Someday Never Comes;spotify:artist:3IYUhFvPQItj6xySrBmZkd;Creedence Clearwater Revival;spotify:album:4HirIvj3y4Ok3o2MCZtdfB;Mardi Gras;spotify:artist:3IYUhFvPQItj6xySrBmZkd;Creedence Clearwater Revival;1972-04-11;https://i.scdn.co/image/ab67616d0000b2738be6c7e974cc6c9ac8d5be86
spotify:track:6IGA5YrFiEr5ANrMqKkR6H;Good Grief;spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc;Bastille;spotify:album:5NfeW0DqFVT3Su3kHBgTf4;Wild World;spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc;Bastille;2016-09-09;https://i.scdn.co/image/ab67616d0000b273e13429d57208d9d69e91566e
spotify:track:6TfBA04WJ3X1d1wXhaCFVT;You're Gonna Go Far, Kid;spotify:artist:5LfGQac0EIXyAN8aUwmNAQ;The Offspring;spotify:album:67v63ubEsvDUQkYMzI7A9t;Rise And Fall, Rage And Grace;spotify:artist:5LfGQac0EIXyAN8aUwmNAQ;The Offspring;2008-06-17;https://i.scdn.co/image/ab67616d0000b273890ce61533a89e00ce593fcb
spotify:track:5n9QhVJS3XSjSc9kNJNEIU;Nothing From Nothing;spotify:artist:0IecGJbdBeYSOVtSPRehh5;Billy Preston;spotify:album:2Kv2oy0Ke1wrZ9DgWQrVFj;Ultimate Collection: Billy Preston;spotify:artist:0IecGJbdBeYSOVtSPRehh5;Billy Preston;2000-01-01;https://i.scdn.co/image/ab67616d0000b273f472a07ba59f2e1651c352fd
spotify:track:1nZkrUFLq265za9lofFO3p;Caught Out There;spotify:artist:0IF46mUS8NXjgHabxk2MCM;Kelis;spotify:album:2VQFbPduHKk3SAyczWfpok;Kaleidoscope;spotify:artist:0IF46mUS8NXjgHabxk2MCM;Kelis;1999-12-07;https://i.scdn.co/image/ab67616d0000b2736cd319100464445bf22eba38
spotify:track:5r35Zd5Onw3aV3Gm9XdgtI;Come As You Are;spotify:artist:6olE6TJLqED3rqDCT0FyPh;Nirvana;spotify:album:3SBQfBKAPWvCr4qse1uNis;Nirvana (International Version);spotify:artist:6olE6TJLqED3rqDCT0FyPh;Nirvana;2002-01-01;https://i.scdn.co/image/ab67616d0000b273f118d2074e050cbc2e4533a0
spotify:track:23khhseCLQqVMCIT1WMAns;Magic;spotify:artist:4gzpq5DPGxSnKTe4SA8HAU;Coldplay;spotify:album:2G4AUqfwxcV1UdQjm2ouYr;Ghost Stories;spotify:artist:4gzpq5DPGxSnKTe4SA8HAU;Coldplay;2014-05-19;https://i.scdn.co/image/ab67616d0000b273f864bcdcc245f06831d17ae0
spotify:track:5wJ0BL1beppAHQO3DtlEqh;Sex On The Radio;spotify:artist:5aYyPjAsLj7UzANzdupwnS;Good Charlotte;spotify:album:08utRHYjRSDcceEsjFRFX0;Cardiology;spotify:artist:5aYyPjAsLj7UzANzdupwnS;Good Charlotte;2010-01-01;https://i.scdn.co/image/ab67616d0000b273fab23a7730496d05987df477
spotify:track:2RzWl7MCWqwQbTkA3vwGUk;Just Lose It;spotify:artist:7dGJo4pcD2V6oG8kP0tJRR;Eminem;spotify:album:4F1k3oxk5iTQKenjkBpDe4;Encore;spotify:artist:7dGJo4pcD2V6oG8kP0tJRR;Eminem;2004-11-12;https://i.scdn.co/image/ab67616d0000b273edc3b754981904bae77321f9
spotify:track:1yzSEJnIbIFJlwr3hg8ube;All the Lovers;spotify:artist:4RVnAU35WRWra6OZ3CbbMA;Kylie Minogue;spotify:album:08sQD7iAs7CZOqiueZSmQd;Aphrodite (Les Folies Tour Edition);spotify:artist:4RVnAU35WRWra6OZ3CbbMA;Kylie Minogue;2010-06-30;https://i.scdn.co/image/ab67616d0000b27394b353e99368794e2f689e55
spotify:track:0vmbJCS1WCWnj9232fyMrv;Its A Miracle - Remastered 2012;spotify:artist:6kz53iCdBSqhQCZ21CoLcc;Culture Club;spotify:album:51NPMfa9QfxsYtqzcB2VfY;Colour By Numbers (Remastered / Expanded Edition);spotify:artist:6kz53iCdBSqhQCZ21CoLcc;Culture Club;1983-10-01;https://i.scdn.co/image/ab67616d0000b273c7d7cdad0c2ffa5620129ee8
spotify:track:0rkcFGA6XEVd2XV2JI6msk;When Love Comes To Town;spotify:artist:51Blml2LZPmy7TTiAg47vQ, spotify:artist:5xLSa7l4IV1gsQfhAMvl0U;U2, B.B. King;spotify:album:5DV76VYtjhsEh0v6KwgvY7;Rattle And Hum;spotify:artist:51Blml2LZPmy7TTiAg47vQ;U2;1988-10-10;https://i.scdn.co/image/ab67616d0000b273ce105c367bf077c3059fbcfe
spotify:track:6LmKLNesVLGWAx3BfijdAy;Hand on Heart;spotify:artist:3whuHq0yGx60atvA2RCVRW;Olly Murs;spotify:album:2hOuWIWkhIxKXj6dUVI734;Right Place Right Time;spotify:artist:3whuHq0yGx60atvA2RCVRW;Olly Murs;2012-11-23;https://i.scdn.co/image/ab67616d0000b273351f0924c953a276d9199d9b
spotify:track:09IStsImFySgyp0pIQdqAc;The Middle;spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:6WY7D3jk8zTrHtmkqqo5GI, spotify:artist:4lDBihdpMlOalxy1jkUbPl;Zedd, Maren Morris, Grey;spotify:album:7nEiwcUSwycvC77kZ9ub7c;The Middle;spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:6WY7D3jk8zTrHtmkqqo5GI, spotify:artist:4lDBihdpMlOalxy1jkUbPl;Zedd, Maren Morris, Grey;2018-01-23;https://i.scdn.co/image/ab67616d0000b273fbe22d168a743b782a5e856a
spotify:track:6r9pbQMonlu66Cjc8olaya;1993 (No Chill);spotify:artist:5xO9868Xc1mjAzmaN1efoK, spotify:artist:6UAI6cR7qAewlSTWkRc7wI;Paces, Jess Kent;spotify:album:53sQMgQDuj5EJHYzPjA1PO;Vacation;spotify:artist:5xO9868Xc1mjAzmaN1efoK;Paces;2016-03-02;https://i.scdn.co/image/ab67616d0000b27365eff9b92db12acb92ee7b17
spotify:track:3EPXxR3ImUwfayaurPi3cm;Be Alright;spotify:artist:3QSQFmccmX81fWCUSPTS7y;Dean Lewis;spotify:album:0YZLXTaHLcgl5UdtKDiUXD;Be Alright;spotify:artist:3QSQFmccmX81fWCUSPTS7y;Dean Lewis;2018-06-29;https://i.scdn.co/image/ab67616d0000b27313480e8127119dcb882eb53d
spotify:track:2nwCO1PqpvyoFIvq3Vrj8N;These Boots Are Made For Walkin';spotify:artist:3IZrrNonYELubLPJmqOci2;Nancy Sinatra;spotify:album:62FTy4WqUxi3paBlxOhh4M;Boots;spotify:artist:3IZrrNonYELubLPJmqOci2;Nancy Sinatra;1966-03;https://i.scdn.co/image/ab67616d0000b273b16991c5257c7d27033dd50a
spotify:track:47W6YR93MPCGLEUReLMyDm;Virtual Insanity - Remastered;spotify:artist:6J7biCazzYhU3gM9j1wfid;Jamiroquai;spotify:album:6bxhCuuhyD3zQOGZwrBduo;High Times: Singles 1992-2006 (Remastered);spotify:artist:6J7biCazzYhU3gM9j1wfid;Jamiroquai;2006-11-06;https://i.scdn.co/image/ab67616d0000b2730a56670fb490847a007e9365
spotify:track:5zqObw7wjBgL9TDiAymxPn;Our Song;spotify:artist:1zNqDE7qDGCsyzJwohVaoX, spotify:artist:1Hsdzj7Dlq2I7tHP7501T4;Anne-Marie, Niall Horan;spotify:album:0zocAVUSizQ74Cn8nCsN3a;Our Song;spotify:artist:1zNqDE7qDGCsyzJwohVaoX, spotify:artist:1Hsdzj7Dlq2I7tHP7501T4;Anne-Marie, Niall Horan;2021-05-21;https://i.scdn.co/image/ab67616d0000b27385ffe4967e68df2e27128b9b
spotify:track:22VdIZQfgXJea34mQxlt81;Can't Feel My Face;spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ;The Weeknd;spotify:album:0P3oVJBFOv3TDXlYRhGL7s;Beauty Behind The Madness;spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ;The Weeknd;2015-08-28;https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b
spotify:track:79eNiy8GqOx646aVCNtPd1;The Best Disco In Town;spotify:artist:3FxBwdg0z5WkLdlAbe7GHq;The Ritchie Family;spotify:album:1JuWjbZz8k7NCneHAyPkWo;Arabian Nights;spotify:artist:3FxBwdg0z5WkLdlAbe7GHq;The Ritchie Family;1976;https://i.scdn.co/image/ab67616d0000b2732bc9f76c5a427035e20a1b64
spotify:track:3cfOd4CMv2snFaKAnMdnvK;All Star;spotify:artist:2iEvnFsWxR0Syqu2JNopAd;Smash Mouth;spotify:album:2kyTLcEZe6nc1s6ve0zW9P;Astro Lounge;spotify:artist:2iEvnFsWxR0Syqu2JNopAd;Smash Mouth;1999-06-08;https://i.scdn.co/image/ab67616d0000b2734f3bbf9631faeb8de9912a23
spotify:track:49wvp0zE6RvYuxUrCoHgl6;Think About You;spotify:artist:2g6fa86fL6oLcoDqanBbuR;Delta Goodrem;spotify:album:10NN47P7LBmv69ywf8rX5e;Think About You;spotify:artist:2g6fa86fL6oLcoDqanBbuR;Delta Goodrem;2018-02-16;https://i.scdn.co/image/ab67616d0000b273e568c82e341fd0be12b6d644
spotify:track:2ds9vlk6o6BRCc2FAkmOvX;Beat It;spotify:artist:4UXqAaa6dQYAk18Lv7PEgX, spotify:artist:0hEurMDQu99nJRq8pTxO14;Fall Out Boy, John Mayer;spotify:album:1uIgPRSggJqaVxJAwUpPok;Believers Never Die - Greatest Hits;spotify:artist:4UXqAaa6dQYAk18Lv7PEgX;Fall Out Boy;2009-01-01;https://i.scdn.co/image/ab67616d0000b2734cfa5f3a8098c4fe74746d6a
spotify:track:2Wi8q7amJQaAXUDlzz0Moq;Good Vibrations;spotify:artist:4046bnFxFJdLEtG7F2qXaV, spotify:artist:3m5hegxlB80Z2zQb1893pc;Marky Mark And The Funky Bunch, Loleatta Holloway;spotify:album:67ma4XvpbAfD4UpUPRwRN4;RnB Fridays Vol. 3;spotify:artist:0LyfQWJT6nXafLPZqxe9Of;Various Artists;2017-04-21;https://i.scdn.co/image/ab67616d0000b2732347763b6c80376f7aba4509
spotify:track:3SPcBPzvbmWLl8NU5efx4W;Telephone Line;spotify:artist:7jefIIksOi1EazgRTfW2Pk;Electric Light Orchestra;spotify:album:7a35UzxXYuKQGMGImyB0Un;A New World Record;spotify:artist:7jefIIksOi1EazgRTfW2Pk;Electric Light Orchestra;1976-09-01;https://i.scdn.co/image/ab67616d0000b273ee5b1065368b0981e3cb0a33
spotify:track:111P8I22TrLyxQm7Jcwdoy;Kung Fu Fighting;spotify:artist:170spSRNlcuuhGEpDUrsY5, spotify:artist:5Pqx4mXYDGIDcg8E5FYjZ8;Bus Stop, Carl Douglas;spotify:album:6UzPMXO3uKDzBxwPQpOoiy;The Soul of the Kung Fu Fighter;spotify:artist:5Pqx4mXYDGIDcg8E5FYjZ8;Carl Douglas;1972-02-13;https://i.scdn.co/image/ab67616d0000b273b1ffabcfbf401f30bd73b8f8
spotify:track:3aGYAW4jJUNzqNdYpY1N0T;6 Words;spotify:artist:0T2sGLJKge2eaFmZJxX7sq;Wretch 32;spotify:album:5E8KZ029okUIKWrrt0lZgD;6 Words;spotify:artist:0T2sGLJKge2eaFmZJxX7sq;Wretch 32;2015-01-23;https://i.scdn.co/image/ab67616d0000b273f4c8173b62e88ad878197e03
spotify:track:5ouMGeOtmeHUfneTwgjNWC;Single Girl;spotify:artist:5Xh0e6sCvMXJUNVa4oynvx;Sandy Posey;spotify:album:3Lzznx139RsWiksHBUR9zH;I Will Follow Him - The Best Of;spotify:artist:5Xh0e6sCvMXJUNVa4oynvx;Sandy Posey;2009-09-01;https://i.scdn.co/image/ab67616d0000b273d14fc1dc1c827c1ea6e8b45c
spotify:track:7lPOxMMuMisUcWuIdgIIfg;My Little Girl;spotify:artist:1o711LqmNPfr4wUF9KEJIE;Ted Mulry Gang;spotify:album:36HAfPYsx7cPglngjKbRSa;70 Hits of the '70s;spotify:artist:0LyfQWJT6nXafLPZqxe9Of;Various Artists;2016-11-04;https://i.scdn.co/image/ab67616d0000b2733632f5f3f9f56538c7873176
spotify:track:6gvfXd7pEUSPuNEMWwOJUH;Knock Three Times;spotify:artist:72NXpYBIaTfEeAAsxXLs0P;Tony Orlando & Dawn;spotify:album:2d5cE0rNwRTKSqOOuzEAXq;The Definitive Collection;spotify:artist:72NXpYBIaTfEeAAsxXLs0P;Tony Orlando & Dawn;1973;https://i.scdn.co/image/ab67616d0000b27304e72a6010d9353cb3839c9f
spotify:track:40IpRI7wP0gLbIeuSnOO8M;Over The Rainbow;spotify:artist:4Zwtv7Mc3eHv465GJ6au6n;Billy Thorpe & The Aztecs;spotify:album:7LtezZWrkfw86vkJzKo7EZ;Extended Play;spotify:artist:4Zwtv7Mc3eHv465GJ6au6n;Billy Thorpe & The Aztecs;2014-06-06;https://i.scdn.co/image/ab67616d0000b273ac4610f43e278cad4e5937b1
spotify:track:0xIVvRmjztR1AwuHrkhH41;Addicted To You;spotify:artist:1vCWHaC5f2uS3yhpwWbIA6;Avicii;spotify:album:02h9kO2oLKnLtycgbElKsw;True;spotify:artist:1vCWHaC5f2uS3yhpwWbIA6;Avicii;2013-01-01;https://i.scdn.co/image/ab67616d0000b273d20bacc84d203cc330a5df75
spotify:track:2nIVheVpEYNABxmWsltzX1;Deeper Water;spotify:artist:1SyEBlvc4XJL7C41bDlt3R;Deadstar;spotify:album:4hXYUtljaHhnvkzUIkDDq6;Somewhere Over The Radio;spotify:artist:1SyEBlvc4XJL7C41bDlt3R;Deadstar;1999;https://i.scdn.co/image/ab67616d0000b2732e3e89964e1588984ed49085
spotify:track:6wZ8kvKP9d1MKlNFTMZrBK;Shout Out to My Ex;spotify:artist:3e7awlrlDSwF3iM0WBjGMp;Little Mix;spotify:album:4TvPWe1vbrh0hozmCoSFRI;Shout Out to My Ex;spotify:artist:3e7awlrlDSwF3iM0WBjGMp;Little Mix;2016-10-16;https://i.scdn.co/image/ab67616d0000b2737a99ea3b762da45f4a737cc8
spotify:track:58T42EHzjUhLYtbvh5NK78;Hey Mama;spotify:artist:1yxSLGMDHlW21z4YXirZDS;Black Eyed Peas;spotify:album:62lT9e1rDpiMvnpntSPrkU;Elephunk;spotify:artist:1yxSLGMDHlW21z4YXirZDS;Black Eyed Peas;2003-01-01;https://i.scdn.co/image/ab67616d0000b27316011543697151e939f4bbcb
spotify:track:3ncplTQUYBcxi2cCTiqvKC;Sink the Bismark;spotify:artist:1bBZcz4jP7CoPlqpCFh4gz;Johnny Horton;spotify:album:7G7QvJcUOGbzwnOpxLOVRp;American Originals;spotify:artist:1bBZcz4jP7CoPlqpCFh4gz;Johnny Horton;1989-06-13;https://i.scdn.co/image/ab67616d0000b273b2c387be0df5af51992044ab
spotify:track:1qYJo3iMxuxeP0YOcCp7XF;Right Back Where We Started From;spotify:artist:1nUUfnmwd9mdpTPwMcM1hd;Sinitta;spotify:album:1XrRQCyjiIvrrG9zOLTC4L;Hits+ Collection 86 - 09 Right Back Where We Started From;spotify:artist:1nUUfnmwd9mdpTPwMcM1hd;Sinitta;2009-11-30;https://i.scdn.co/image/ab67616d0000b273e30c91dd94e176b4bcf55260
spotify:track:7dS5EaCoMnN7DzlpT6aRn2;Take Me To Church;spotify:artist:2FXC3k01G6Gw61bmprjgqS;Hozier;spotify:album:7HW03Zew4rnOhy5uwskRSz;Hozier (Deluxe);spotify:artist:2FXC3k01G6Gw61bmprjgqS;Hozier;2014-05-20;https://i.scdn.co/image/ab67616d0000b2736a452516b66b53f65a3e4b33
spotify:track:0cVPcw9fUQyEf5ptpSjgig;Slow;spotify:artist:4RVnAU35WRWra6OZ3CbbMA;Kylie Minogue;spotify:album:7cLB3Mh9GOFHH97nONfCXd;Body Language;spotify:artist:4RVnAU35WRWra6OZ3CbbMA;Kylie Minogue;2003-11-10;https://i.scdn.co/image/ab67616d0000b273a038d2043c6b803479dde292
spotify:track:3btRbeejnidrYVyJt6J7Gz;Bad Medicine;spotify:artist:58lV9VcRSjABbAbfWS6skp;Bon Jovi;spotify:album:4SIeviZcnTJ86k3LUAj2yu;New Jersey (Deluxe Edition);spotify:artist:58lV9VcRSjABbAbfWS6skp;Bon Jovi;1988-09-13;https://i.scdn.co/image/ab67616d0000b273c40382e07dd266d28a083d45
spotify:track:6wY3O8syB9UoYGFcojLv4c;Let's Get Loud;spotify:artist:2DlGxzQSjYe5N6G9nkYghR;Jennifer Lopez;spotify:album:35pQoBuosurSPDG6vQlT0I;On The 6;spotify:artist:2DlGxzQSjYe5N6G9nkYghR;Jennifer Lopez;1999;https://i.scdn.co/image/ab67616d0000b2730ef67d97344822ad1fffcb16
spotify:track:0psB5QzGb4653K0uaPgEyh;Suck My Kiss;spotify:artist:0L8ExT028jH3ddEcZwqJJ5;Red Hot Chili Peppers;spotify:album:30Perjew8HyGkdSmqguYyg;Blood Sugar Sex Magik (Deluxe Edition);spotify:artist:0L8ExT028jH3ddEcZwqJJ5;Red Hot Chili Peppers;1991-09-24;https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70
spotify:track:3ZWGhhdpOgBJCHI4HZ2xrn;Frozen Orange Juice;spotify:artist:3ExGDjEKejMhyciAgxPe0B;Peter Sarstedt;spotify:album:6dBpKIruDjddNXc5ps2eW3;Playlist: The Best Of Peter Sarstedt;spotify:artist:3ExGDjEKejMhyciAgxPe0B;Peter Sarstedt;2016-05-20;https://i.scdn.co/image/ab67616d0000b273be8f688f6b18a9e29ee1477b
spotify:track:0a4agFmqHXxcZl1nho1BxM;Heart Of Glass - Special Mix;spotify:artist:4tpUmLEVLCGFr93o8hFFIB;Blondie;spotify:album:7mEjsBlRmfP63cH1gdPT6A;Best Of Blondie;spotify:artist:4tpUmLEVLCGFr93o8hFFIB;Blondie;1981-10-31;https://i.scdn.co/image/ab67616d0000b2738cf86a9be38868f1d73cdb58
spotify:track:1vuU11KzqTt084vufdrzIa;Shape I'm In;spotify:artist:063AxhAs6zx8UYdPahb5Gi;Jo Jo Zep and The Falcons;spotify:album:7w8GzUMezQSr5XpBGJt7Pv;Screaming Targets;spotify:artist:063AxhAs6zx8UYdPahb5Gi;Jo Jo Zep and The Falcons;1979;https://i.scdn.co/image/ab67616d0000b273483bea3d9e997e9c80b4db56
spotify:track:2WfaOiMkCvy7F5fcp2zZ8L;Take on Me;spotify:artist:2jzc5TC5TVFLXQlBNiIUzE;a-ha;spotify:album:1ER3B6zev5JEAaqhnyyfbf;Hunting High and Low;spotify:artist:2jzc5TC5TVFLXQlBNiIUzE;a-ha;1985-06-01;https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53
spotify:track:5Pr9lNbQIshKXAmrN903Jb;Back Street Pick Up;spotify:artist:2PeqTZKroEc2oDwTfmB2al;The Angels;spotify:album:7IyGOTlimniMEESAFeEonC;Beyond Salvation;spotify:artist:2PeqTZKroEc2oDwTfmB2al;The Angels;1990-07-17;https://i.scdn.co/image/ab67616d0000b27340feafcb81c089ccf648a60c
spotify:track:4LjfIjS8iweFCPdKxLnEoV;Let Me Think About It;spotify:artist:30ut8L4gmEz4vNr1zNhpbh, spotify:artist:7dc6hUwyuIhrZdh80eaCEE;Ida Corr, Fedde Le Grand;spotify:album:4nLyl2aEgi2qQrcPiFlmD7;Singled Out;spotify:artist:30ut8L4gmEz4vNr1zNhpbh;Ida Corr;2013-05-03;https://i.scdn.co/image/ab67616d0000b273568636ad464813b16a94292a
